Feature,Cternatea_20692_DDA_neg_5142025_053,Cternatea_20692_DDA_neg_5142025_054,Cternatea_20692_DDA_neg_5142025_055,Cternatea_9336_DDA_neg_5142025_056,Cternatea_9336_DDA_neg_5142025_057,Cternatea_9336_DDA_neg_5142025_058,Instrument_blank_DDA_neg_5142025_060,Cternatea_QC_DDA_neg_5142025_048,Cternatea_QC_DDA_neg_5142025_049,Cternatea_QC_DDA_neg_5142025_050,Cternatea_QC_DDA_neg_5142025_051,Cternatea_QC_DDA_neg_5142025_052,Cternatea_QC_DDA_neg_5142025_059,Extraction_blank_DDA_neg_5142025_047,Instrument_blank_DDA_neg_5142025_046
193.01650@1.142,651,541,1736,1191,840,305,0,971,1621,1860,1659,2174,586,9717,0
193.05020@3.727,50846,50402,50965,40091,40082,38353,0,45436,45813,45923,47478,47709,49520,0,62
193.08650@6.458,9470,8552,8631,7593,6699,6972,2874,10422,9647,9753,10493,9245,9488,22240,1886
194.05220@3.733,7403,7576,7684,6308,6180,6291,0,7845,7156,6571,7945,6601,7389,3090,0
194.08170@7.416,113059,122913,122178,108587,103130,106830,156878,129341,112777,114319,117070,112820,104446,167968,127564
194.90520@8.271,26595,27820,30628,27072,30236,29055,19492,0,4230,16438,20193,24401,27729,0,23619
194.90530@9.408,18352,17118,16936,9351,12462,21585,9186,2187,10068,12160,18369,20561,13736,0,18155
194.90540@10.211,13519,9584,9364,9070,6818,9669,3453,7920,11411,12275,14527,12615,10776,701,2449
194.90550@9.627,11707,11992,10522,9247,8693,7657,5378,3120,7018,10019,11387,19010,11980,0,5419
194.90570@9.862,15004,9759,9535,16177,10920,9595,5696,4927,8648,9775,10530,10958,10566,137,2198
195.02920@4.560,5478,4891,5243,4803,5253,5120,0,6367,6125,6184,5496,6602,5093,0,0
195.02980@5.183,3103,3290,3171,3937,3491,2816,3509,3439,2964,2783,3113,2552,2412,5058,510
195.05080@0.577,636865,649170,652430,657441,652105,645551,0,678727,655270,656439,658999,663735,660168,1286,0
195.13850@7.100,2660,2986,2846,2851,2733,2509,4850,5384,5088,5022,4992,4692,4954,7274,3406
196.06130@2.809,3377,3415,3817,3571,2986,3528,0,2900,2945,3343,3774,3547,4081,0,0
197.00880@3.675,8849,8644,8476,7219,7513,6749,0,9236,8897,9025,8422,9343,8569,0,0
197.11760@4.835,5743,6590,6213,7592,7526,7147,0,7398,7010,6747,7258,7050,6319,0,0
198.07680@2.917,4296,3878,3585,3895,2326,2250,0,3535,3500,4102,3688,3502,3326,0,0
199.02060@0.513,7028,6916,7218,5772,5482,5675,0,6690,6266,7440,7927,6793,8142,5976,0
199.02400@2.802,2509,2278,2233,3672,3927,4050,0,4247,3862,3857,3682,3230,3477,0,0
199.06050@3.125,10963,10561,11261,7049,7460,7065,0,9196,9735,9618,9336,9259,9409,153,0
199.07170@0.594,3352,3168,2932,5601,5916,5548,0,4125,4516,4628,4151,4752,4346,0,0
199.09680@5.106,51068,50380,48084,67972,66911,66450,0,68913,66827,65052,63786,64855,63455,0,0
200.05610@1.641,61982,65321,63057,35580,34194,33179,0,55636,51629,52868,52820,53334,52298,0,0
201.11270@5.415,10873,11317,10369,12125,10622,11352,12237,12887,11831,11973,12867,12715,11556,15032,15238
201.12410@1.211,6086,5602,5553,5833,6024,5349,0,6910,6686,5947,7139,6585,5951,0,0
202.03520@0.605,84325,87835,74616,63632,61310,62155,0,72877,83696,84500,70667,81659,68672,0,0
202.07120@2.568,12294,12154,13486,10459,10572,10213,0,12574,12723,13632,13740,13463,13191,0,0
202.07150@2.928,4628,5134,4940,4021,4047,4095,0,5546,5491,6402,4628,5001,5213,0,0
202.07160@3.592,5142,4775,4778,5201,4227,5332,0,5921,5628,5581,5459,5485,5177,0,0
202.07170@1.618,9425,19197,19046,20102,21742,19348,0,23589,21951,23400,22823,20935,22866,0,0
203.06720@0.578,8520,8291,8329,11496,10951,10872,0,10889,9733,11108,10255,10541,10512,0,0
203.08190@2.391,4537,5043,4486,4257,4209,4118,0,6135,5486,5224,5199,5729,5272,0,0
204.02950@3.374,11244,11701,11771,7887,7851,7701,0,10799,10485,10820,10128,9797,10209,0,0
204.05110@1.671,62201,62599,62873,63567,64285,61589,0,73797,71435,74150,71546,71722,71118,0,0
204.97870@0.547,6619,6972,6836,3568,3418,2927,0,5739,4904,6041,5634,5859,5508,0,0
205.03440@3.174,16020,16011,15573,14832,15100,15886,0,16691,15353,16932,15768,16232,15788,0,0
205.03480@0.788,152768,166263,170142,91887,89090,95419,0,146660,122832,75006,217575,140592,120259,0,0
205.03490@1.103,82576,83779,101592,73099,80904,79643,0,98090,96251,96712,90623,90211,96143,0,0
205.03500@3.617,5969,6060,5432,5084,4716,4767,0,7146,6708,6267,5712,6795,5659,0,0
205.03510@0.649,49782,38342,45325,31121,38983,42936,0,21607,33363,39226,21736,27474,46271,0,160
205.03530@2.300,10714,9935,11016,10155,11393,12258,140,13784,12740,13967,13481,13578,13928,0,0
206.08170@3.945,71995,71315,70161,61617,60232,60196,0,76180,74105,72913,71929,74275,71074,0,0
207.01170@4.112,7246,7795,9394,7074,6935,4418,8023,7721,7309,7216,9413,10296,8209,40036,0
207.01440@0.640,258118,264214,273464,314409,317187,308537,0,334543,307144,314698,293870,302691,293543,0,0
207.02940@3.464,32848,33350,33585,70010,66524,69220,0,60122,57324,58137,55821,54963,55413,0,0
207.05020@4.093,39020,58556,46634,80972,37219,86669,9361,42337,62960,72436,84803,80242,48496,4128,7229
207.05030@4.430,51356,48685,47537,57518,63497,57971,9133,60686,67866,66341,62624,53379,57793,4726,4945
207.05040@4.271,48380,90965,89043,96563,48003,100955,7558,78314,63180,58792,111999,106595,34001,4634,6469
207.05040@6.440,11892,20441,27163,33090,41528,20051,10593,52693,141521,40229,15907,42055,49468,2544,3496
207.05070@2.742,47985,53536,59087,89813,59555,66079,8535,53435,60312,120082,65181,57615,68863,3053,8231
207.10260@6.420,3581,3713,3958,3794,3930,3686,3907,3519,4013,4208,4005,3492,3663,4811,4763
209.06620@0.630,264804,267390,269125,185976,188559,182537,136,240555,229565,229187,231954,233875,225339,747,2343
209.07910@4.864,2383,2137,1618,2095,2160,2144,5395,2559,1912,1494,1711,1708,1771,6603,306
209.15400@6.548,3050,3048,3178,3612,3088,3010,4327,3065,3090,3175,3343,3386,3609,5200,2262
210.04030@3.247,6481,6688,7027,5145,5542,4569,0,6936,6734,6868,6573,6428,6503,0,0
210.07660@3.473,8411,8161,7614,6280,6798,6517,0,8074,7326,8215,8178,8506,8076,0,0
211.09710@5.455,2790,3147,3291,3261,2775,2531,5145,3319,2999,2960,2287,2866,2973,4732,429
212.09240@3.644,3217,2510,3544,2034,1612,1928,0,3244,3172,2983,3298,2904,2690,0,0
212.92060@0.502,16459,15861,16075,19439,18826,19241,0,18135,16917,16231,16778,16366,16665,0,0
213.01700@0.571,3946,3032,3300,1744,2248,1876,0,3817,2948,3019,3325,2735,3039,0,0
213.09140@6.708,1737,2261,2389,1942,1210,2559,314,453,725,1938,2643,1517,1948,0,61873
213.11270@6.245,74676,70652,69559,64038,62004,65697,0,80278,79470,80968,75661,71252,70399,141109,0
213.96320@3.712,47257,24630,55266,51146,14476,56380,75356,50600,22792,46677,54166,26164,25125,31580,0
213.96330@4.183,2481,4582,1121,2326,2753,2105,6100,1107,2829,4180,386,3462,1210,11534,94265
213.96330@3.807,48901,12307,47696,43853,57421,46347,71330,27727,45147,30190,38642,47190,15995,77674,0
214.07140@3.036,6376,6366,6628,5164,5308,5848,0,6391,6848,7221,6476,6260,6111,0,0
214.07170@2.808,12412,12156,12391,9623,9755,10312,0,11765,10401,10953,11882,10514,11785,0,0
215.00700@0.517,79500,82316,83387,90707,89686,90786,0,90457,85268,87233,85667,84030,87069,180,0
215.03280@0.571,1053483,935811,948861,747263,667081,741754,5001,848069,824987,814717,817742,811872,905965,35984,0
215.09190@3.896,4196,4267,4532,5535,5079,4864,0,6025,6199,5374,5541,5695,5394,0,134
215.10780@0.562,8295,8425,8907,3768,4998,4845,0,6255,5551,5702,5297,5935,9216,0,0
215.12820@5.916,12578,13353,13064,13667,14510,13743,19326,13928,14553,14846,13991,13187,13802,24065,20282
215.14030@0.568,4485,4559,4549,1895,2031,2194,0,3683,3167,3191,3335,3283,3467,0,0
215.16470@7.361,1473,1394,1226,1532,1387,1295,1960,1773,1756,1410,1428,1148,1493,2766,4612
216.08730@2.845,20652,19733,21615,16099,16392,15372,0,21769,21053,19667,21691,20284,8146,0,0
216.08740@2.906,10094,10917,9816,8330,7720,15372,0,11119,9237,10300,9452,10177,21127,0,0
217.00600@0.517,7215,7383,7184,8362,7662,7484,0,7206,7333,6990,7050,7235,7105,0,0
217.02970@0.571,415484,421465,469011,273076,277446,275878,295,372024,353954,353351,353995,360613,359402,12606,0
217.04600@1.108,91095,90569,92620,114509,116621,110057,0,120573,113938,111993,110429,111570,110313,0,0
217.10740@3.937,5029,5267,5041,5162,4853,4990,0,5927,5433,5687,5667,5442,5534,0,0
217.11880@1.061,11838,11663,11703,10078,10744,9806,0,11774,10823,11903,10749,11979,11499,0,0
218.03000@1.467,9979,9468,6444,9337,9942,9770,0,11492,10569,11490,12211,11071,7704,0,0
218.10290@2.451,229460,227754,225721,177959,177360,172741,0,236606,224042,220055,215212,218424,204882,0,0
218.10290@2.541,19933,19279,17477,11481,11282,10248,0,14170,13969,16395,16200,17235,204882,0,0
219.01430@0.780,295364,307068,301238,348854,346086,323959,0,351351,329780,333728,332860,335349,329095,0,0
219.05020@0.605,15035,15019,14386,13873,15317,7789,6746,14888,15018,14162,14881,15301,15567,2381,181
219.05050@0.970,77316,79991,82820,149199,167311,162500,2897,124414,127008,125743,122310,115021,125331,0,295
220.02470@3.751,1692,1517,1728,1553,1689,1503,0,1749,1771,1414,1370,1724,1693,2978,0
221.00590@3.565,2082,2649,2261,2207,1878,1982,0,2491,1988,1685,2120,2279,1862,3731,0
221.00600@3.448,3868,3342,3449,2717,2842,2790,0,3207,3233,3395,3300,2996,2858,0,0
221.02950@1.365,101057,100366,97006,75016,75395,77495,0,110583,106828,107952,109261,106456,100573,0,0
221.02960@1.063,203529,208876,208804,212997,210002,210598,0,238028,176952,231449,223571,218360,219707,0,0
221.02970@0.793,335683,345476,338190,435686,436944,424342,0,419859,396658,405978,402350,403198,401182,0,0
221.02980@0.639,21862,21094,22240,16740,16828,16021,0,20020,18633,18784,19403,19171,17651,0,0
221.15380@6.851,4273,4457,4253,3631,3911,3237,5756,6078,5358,5340,5848,5490,5750,8496,3522
221.15380@8.047,5005,5018,4967,4642,4790,5083,4616,5093,5002,5275,4985,4861,5238,4996,6047
222.04020@3.741,112339,114448,113249,110565,106241,108900,0,120467,118467,111074,114346,113710,117981,234828,0
222.07650@3.239,3438,4020,3538,2613,2699,2355,0,3702,3424,3468,3803,3574,3613,0,0
223.04550@0.633,469725,471795,478465,505507,489878,488618,372,520003,513079,504160,491100,503300,511903,531,0
223.06040@3.831,25430,23535,24742,37615,37165,36423,0,23060,23295,26479,42789,24689,26252,0,413
223.06070@4.761,5198,5688,5847,6369,6436,6811,0,6660,6982,6160,7225,7515,6068,0,0
223.10990@5.301,1571,1447,1858,1982,1615,1525,5302,2157,1466,1767,1306,1388,1414,5798,3839
224.05550@2.919,15887,17771,14849,23114,24250,25647,0,26510,24060,23663,27122,23031,21745,0,0
224.09200@7.289,1503,1375,1149,1301,1548,1406,6738,1414,1276,1436,941,1575,1094,7991,4009
225.06090@4.440,114801,114720,111557,143149,154845,145375,12291,129061,151940,166603,152776,142753,99345,2042,3810
225.06090@4.070,148405,93874,95839,171704,181218,186856,16871,185131,181493,185169,188008,144789,182969,3782,2806
225.06090@6.180,103626,94781,90593,106002,114576,112969,12858,112258,124431,126008,126445,72241,120467,1664,2130
225.06100@4.268,230353,109551,210665,240314,248682,252004,27970,113190,268968,275518,275401,265572,271590,1333,946
225.06100@1.486,578455,720095,451404,1469549,504359,1047521,14746,689567,1262944,768173,957586,983391,787315,1503,2064
225.06110@3.024,242486,261400,261759,282324,266024,281222,26830,328489,297002,303021,322367,308755,273799,1923,972
225.06110@1.701,266307,553200,455255,708759,277157,1112649,32276,254728,897754,452626,1114326,347244,367739,928,2196
225.06110@5.846,218952,144686,201892,156320,164090,162164,21114,310950,78793,354726,423782,292869,309288,2359,1341
225.06110@2.808,137624,124310,124356,148132,193332,211956,22366,153193,151103,176376,172331,181334,244516,2335,2204
225.06120@1.090,2111583,2279180,2233005,731329,667901,1099416,20330,763285,1977403,542265,959334,1685676,2259956,2052,2464
225.06120@2.340,702742,139737,838533,750702,568505,457959,29533,263605,244752,671928,166787,715373,170328,2290,1633
225.06120@0.771,1557255,1187607,1352731,1580585,1454774,1323771,17843,1394767,1389855,1544411,1230861,1515147,1522701,2914,1407
225.06140@0.548,287488,295491,304881,346885,348634,339445,15268,335723,310152,317621,307293,316761,311531,25564,3501
225.11260@4.103,9340,10140,9752,10117,9582,9761,0,11284,10882,10894,10709,10529,9368,0,108
226.99620@0.633,15586,15857,15717,7210,7028,6517,0,14051,10694,13165,10752,9084,11246,154,0
227.01910@3.825,8927,8430,8785,3201,3036,3708,0,7009,6632,6946,6900,6216,6329,0,0
227.09210@4.714,2357,2363,1937,1744,2172,1933,3938,2491,2035,1416,1867,1981,2065,4125,171
227.10330@2.856,10233,11712,10818,7188,7029,7471,0,10462,9976,10035,9479,9685,10652,267,0
227.12810@6.112,56571,52624,49480,90321,88344,96770,713,95254,83600,86419,82191,81079,76286,1647,505
228.08700@3.634,16330,15914,15746,20684,21141,21434,0,22731,21755,22610,21454,21143,21677,0,0
228.08700@2.991,14606,14481,15296,9215,9931,9569,0,12986,12871,12933,12510,12625,11994,0,0
228.08710@3.473,27702,28435,26863,23558,23817,23484,0,27650,27510,27690,29560,28572,26381,0,0
228.16020@5.870,1832,2372,2305,2037,2629,2382,2814,2413,2147,2159,2348,2485,2116,4021,2032
228.96110@0.493,2864,2673,2910,2663,2609,3180,4606,3169,3100,2348,3272,3321,2449,15667,7322
228.99500@0.638,14735,8161,8282,4676,11631,4980,0,8637,8073,13246,8151,12310,9202,0,0
229.02230@0.570,10498,10881,10555,9822,10065,9315,0,10115,9410,9113,9574,9696,10086,0,0
229.10780@2.909,10902,11194,11234,8411,8467,8016,0,11735,10190,10685,10956,10791,11132,0,0
229.14380@6.365,6482,6026,6306,5783,6646,5724,6554,6931,6703,6725,6603,6369,6657,10183,7608
229.15480@2.279,15200,15993,16219,12282,12048,11975,0,15929,15273,15551,15224,14812,15417,0,0
229.15500@2.030,7288,6276,7162,1933,4280,3607,0,6823,5650,6043,5938,6019,6189,0,0
230.06630@1.086,31922,33144,30723,29240,30446,28838,0,34606,31779,32866,33495,32299,31949,0,0
230.10250@3.645,15325,14504,14854,12201,12700,11703,0,16354,15179,14525,15161,14360,15076,0,0
230.10270@3.917,6092,6354,6299,8679,9111,8926,0,8916,8822,8501,8397,8414,8170,0,0
230.99590@3.530,3117,2620,2788,1003,836,968,0,2115,2127,2034,2222,2468,2078,0,0
230.99630@2.782,5510,5369,5113,4514,4627,4554,0,5695,5461,5517,5630,5293,5441,0,0
231.01380@1.245,10802,11232,10846,11342,11975,11544,0,14861,13622,13817,13144,12604,12859,0,0
231.06140@1.665,16301,15906,14922,14752,16194,14319,0,17993,16364,16326,17150,16557,17884,0,0
231.13430@1.336,3822,3100,7566,5765,5876,6381,0,7350,7578,7776,7290,4491,6691,0,0
232.04560@2.343,5136,4980,5029,5948,5412,6146,0,6359,5903,6244,6890,6474,6981,0,0
232.08210@2.810,66931,75458,76326,63317,62046,61841,0,66307,65427,66691,68385,68751,71718,0,0
232.08220@2.083,40670,39541,36802,23799,22811,23537,0,38579,36409,37135,36762,36514,35476,0,0
232.11900@2.994,6688,6693,6406,5037,5240,5074,0,6563,6513,6300,5739,6256,7011,0,0
233.02970@1.086,12500,13073,13022,15696,13858,8820,0,16404,15033,14856,15971,14268,6254,0,0
233.06640@2.673,3401,3674,3488,2268,2518,2292,0,4053,3211,3285,3754,3913,4138,0,0
233.07750@0.576,18997,19577,19441,25901,25209,24195,0,24246,22314,21546,22770,23697,24894,0,0
233.15440@8.322,3948,4026,3483,3233,3197,3560,3429,3794,3637,3919,3294,3382,3331,5154,6605
234.00880@0.920,21871,21179,27130,11909,13426,23124,0,27782,23916,22576,23374,23828,24682,0,0
234.06090@1.003,8418,7916,8069,4711,5635,3278,0,8776,8759,8433,4877,8964,4225,0,0
234.06170@0.579,5544,4837,5703,8079,8407,8467,0,7709,6270,7813,7419,6822,6977,0,0
236.05590@2.662,3279,2738,2756,8522,8503,8231,0,7091,6424,6477,6109,6517,6072,0,0
236.05590@3.513,23149,22903,23442,43922,42546,43672,0,40280,40262,40811,41384,38575,39937,0,0
236.07720@0.605,19929,19975,13500,6383,7233,7976,0,10218,12967,13132,13022,10644,9600,0,0
236.09570@5.221,9046,9430,9699,9449,9631,8876,15215,9033,9013,9004,8920,10090,9970,19502,617
236.10490@6.852,9695,9151,8880,6950,6727,7124,11502,11750,11140,11325,11453,11512,11884,16156,6626
237.02460@0.781,96764,96076,96741,140038,141996,139833,0,126117,121764,124819,126702,122898,127165,0,0
237.06130@0.584,84064,84418,84262,107562,104897,103417,2440,100214,95327,99305,96300,97203,97050,329,1726
238.10790@2.634,3269,2414,3026,2710,2834,2593,7807,2869,2719,2738,2929,2641,2622,8264,0
239.05540@4.388,9962,10146,10322,11346,11252,11831,0,10409,10782,11184,10752,10304,12055,56084,0
239.07630@4.276,32653,18833,43085,12732,16193,17354,3210,19622,50230,38715,50543,48178,19632,0,0
239.07660@1.129,43345,359795,103931,304119,263649,121412,4729,320607,385985,365493,280658,227218,348549,0,383
239.07680@0.779,204674,273353,244316,187177,221593,166475,3215,228965,182781,271850,276511,246184,184023,171,321
239.07690@0.543,50729,50624,50825,47490,48550,47797,2564,52469,47996,49990,45607,49016,47157,214,326
239.07690@4.427,24303,20633,21623,24124,25017,23057,6015,26672,30191,30572,27269,24660,23928,0,0
239.12800@4.804,2336,3207,2956,4673,4508,3956,0,4110,3850,4199,4051,3830,3694,0,1191
239.12820@7.100,13343,12417,12674,12153,11827,11897,20764,25160,23673,22795,21032,20600,19186,37187,17987
239.12830@3.593,4780,4900,4660,3209,3488,3858,0,4388,4071,4573,4381,4698,4633,0,0
240.07990@0.768,20621,16633,17943,13765,22311,19376,0,14533,17589,17883,22859,19938,22769,0,0
241.01150@0.794,21348,20994,21386,9039,9985,9506,0,14788,13461,14714,14938,16278,16048,0,0
241.03450@2.426,35785,36114,36035,45858,45826,46237,0,48050,45426,44352,45023,44764,43873,0,0
241.03450@1.564,24527,24270,25242,36318,35688,35576,0,40439,38622,37459,37242,36057,34104,0,0
241.03500@4.005,3347,3387,3549,4984,4459,4578,0,4740,4938,4501,4720,4899,4465,0,0
241.03520@1.217,4220,3049,8805,15972,16151,15387,0,8764,16681,16033,7202,14638,16182,0,0
241.05330@4.906,3035,3165,3181,3494,2883,3302,4059,3393,3392,2822,2938,3216,2841,5739,0
241.10740@4.835,61549,59327,57992,74411,71384,75700,1205,79082,75795,72686,75952,76346,72538,1756,1822
241.10770@4.063,2892,3070,3329,3415,3432,3283,0,3356,3281,4069,3757,2899,3275,0,1249
241.11860@3.514,15665,17000,16111,8482,8567,8630,0,13106,12838,12793,13314,13545,12831,0,0
241.11880@3.613,25026,24437,23940,15473,16545,15880,0,23964,23689,22161,22779,22005,21756,802,158
242.05140@0.607,197598,173552,175953,199242,208017,194010,1494,160607,85711,215399,219365,88224,214557,2066,0
242.17550@6.326,24796,24313,24792,28512,27770,27105,33013,36655,34712,33911,34385,33369,32669,67794,25399
243.05040@2.571,53040,51652,53063,45593,43802,43818,0,56810,55544,58938,57332,54623,51937,0,0
243.06120@1.074,19824,21321,20655,21122,20165,21465,0,22593,20890,24844,22855,23139,10446,0,0
243.06160@1.345,1238939,1256549,1225713,1306198,1295386,1294405,0,1383849,1336571,1341090,1352920,1349769,1350792,0,0
243.12270@4.963,4923,4957,4957,6817,6747,7183,102,6994,6187,6938,6758,6785,6300,397,144
243.15950@6.775,6361,6082,6059,6335,6483,6213,6391,7540,7338,6874,6867,6608,7294,11153,7423
243.17100@2.930,5830,5769,6292,3284,3937,3373,0,5383,5775,5659,5441,5056,5026,0,0
243.17110@3.235,14449,15066,14424,15683,15120,14819,0,17325,17108,16857,16538,15863,16195,0,0
243.19690@8.114,2302,2222,2099,1810,2109,2139,2112,2677,2755,2288,2338,2704,2176,2909,4120
244.05040@0.597,11147,11405,12540,12377,11832,11727,0,13156,7496,12127,5682,12250,11295,0,0
244.96090@1.246,7208,7044,7516,7433,7244,4038,339,7363,7441,7458,7477,6979,6838,666,205
244.96350@0.459,59774,58123,59246,49102,47688,48281,386,57959,54961,58941,56748,55539,52744,1146,0
245.04290@0.582,348791,355809,351731,407548,409650,408241,0,399278,380459,380582,383278,386819,381937,0,0
245.11360@1.213,19735,19077,12522,18214,6209,16786,0,20485,19947,21088,20905,20494,18729,0,0
245.89420@11.614,18689,15656,17622,22109,13462,14090,16649,13687,14102,15537,16003,11171,11450,36722,9139
245.89440@10.698,3193,2698,2595,3151,3027,3065,5249,6381,4609,3477,3610,3338,2483,16720,3937
246.09760@3.475,183149,186947,192233,142465,143964,140461,0,193756,189422,190516,185129,187561,180029,0,0
246.09770@2.991,73793,74529,73843,46317,46410,44811,0,71677,68097,65511,65941,66764,65245,0,0
246.96150@0.459,19786,19640,19081,16998,16327,16562,0,19146,18631,19546,19375,19045,18029,0,0
247.11810@4.007,1609,2009,1746,1672,1674,2070,3383,2063,1884,1707,1712,1774,1646,3713,0
