Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
201.12290@2.227,21258,20295,21940,6519,6408,6447,14927,14346,15082,0,0,0
202.08880@3.546,4431,4285,4558,6002,6516,6755,4640,5556,5301,0,0,0
202.10670@3.464,3893,4304,4196,3941,4054,4013,4178,4336,4286,0,0,0
202.21600@5.431,1615,1393,1202,1474,1465,1407,1730,1420,1782,3557,3098,1691
202.97040@0.459,27888,31287,30651,27078,27073,26541,30617,29778,33191,892,128,0
203.05190@0.558,27688,33362,34149,23126,27981,26604,31386,31317,35258,24147,30157,26813
203.05230@1.600,11708,22959,24888,16186,11988,13132,21250,16637,19364,1808,790,1718
203.13880@1.214,32266,25598,26088,29431,32299,28247,29451,27786,28242,0,0,0
203.13880@0.939,15632,17556,17490,21258,22956,23283,18293,19242,20217,0,0,0
204.00890@0.567,2294,2840,2715,2989,2630,3079,2362,2690,2774,0,106,0
204.03730@1.242,6645,6304,2902,5345,6357,5983,7127,6035,6291,0,0,0
204.08620@2.526,37820,35576,36784,66784,44901,60122,42039,57568,52712,0,0,0
204.08700@10.407,10826,12969,8648,10063,14322,11967,10957,12524,13148,6620,5242,5266
205.03360@1.242,86382,89928,84547,80814,81968,79904,93929,89802,90517,0,0,0
205.06640@0.557,6895,6295,2515,4232,5286,5695,5695,6412,6991,4127,122,0
205.08540@8.493,22023,21244,22429,18147,20175,18588,22707,21568,21956,12504,6337,3775
205.09670@2.374,548767,557649,577263,611650,611531,623957,650467,617150,636587,171,0,0
205.11740@0.627,14589,15991,8178,12679,14675,14357,15126,14240,16758,0,0,0
205.14320@5.678,6268,6552,9059,1612,2377,3085,7052,7978,8672,2321,2226,1759
205.18870@2.369,5248,5306,3826,7005,5438,6669,5484,5712,5849,0,0,0
206.04410@3.374,13224,14133,14086,10083,10408,10521,13030,13130,14863,0,0,0
207.06450@10.557,12136,12292,11298,8991,8636,8870,9967,11178,10598,0,0,0
207.06460@3.853,26817,28497,26724,14680,27208,14036,29386,27252,28301,0,0,0
207.06520@3.928,6675,6548,6737,3890,4607,4613,6788,6298,5836,0,0,0
207.13730@3.915,9904,9654,9640,5633,6164,6294,8635,8974,8464,0,0,0
207.13730@4.370,11845,12279,11407,6620,5854,6520,10378,10697,10242,0,0,0
207.15830@4.135,1735,838,1492,834,360,1261,1214,840,1113,4889,0,0
208.03870@13.666,10263,9780,9281,10388,10748,9708,9318,10496,10499,10142,6597,11247
208.11680@8.409,3792,3125,3728,5116,4556,4704,4255,4569,3726,0,0,0
208.13220@2.701,8955,9143,7143,9062,8655,8545,9274,9314,9576,15195,14385,9053
209.04380@2.536,6217,5345,6357,6379,6771,7291,6735,6702,7474,0,0,0
209.08000@5.138,11276,10598,10760,4902,5645,4727,9391,9041,10727,0,0,0
209.11610@3.615,5602,5328,5482,5516,6145,5924,6283,5935,5963,0,0,0
209.13790@2.990,9891,11077,10874,9643,9285,10142,13305,12830,13003,11872,7215,4792
211.04920@2.740,11148,11383,12330,12868,13315,12465,12597,12211,13270,0,0,0
211.13240@6.097,2712,3306,2874,5745,6062,6301,4327,4420,4118,0,0,0
213.04020@3.862,4020,2933,3666,1457,2631,1768,3339,2287,2054,0,0,0
213.07390@0.550,9633,11547,12089,5602,6060,6146,8211,8114,9358,0,0,0
213.07560@1.155,14113,9683,12731,10647,7371,13824,15993,12875,11208,0,0,0
213.08630@2.538,2365,3119,2528,9001,9199,9890,5604,5924,5628,0,0,0
213.12650@5.448,3429,3425,3425,3938,4160,3710,4245,4017,3851,0,0,0
213.12670@4.737,3664,3652,3709,5401,5493,5787,5071,4887,5398,0,0,0
214.04360@3.107,4815,4785,5327,3798,3868,3611,4339,4979,4390,0,0,0
214.17960@4.567,3068,2633,2808,5914,6532,6616,4847,4383,5061,0,0,0
214.99470@0.747,46176,47050,50258,63027,66458,67991,59438,54852,61380,143,1571,0
215.01260@0.570,156,3461,4289,3254,3996,3920,4064,369,5117,5304,0,0
215.06190@3.162,13795,11931,11937,13194,13160,12485,14248,13775,12396,0,0,0
215.13850@1.435,21238,23939,24923,25450,23822,24786,29410,25220,25415,0,0,0
215.13890@2.515,7623,7774,7117,8825,10224,8165,9369,8479,8320,0,0,0
215.13900@1.152,33134,16790,20862,13606,19729,31273,31690,33768,32192,0,0,0
216.08670@2.779,5109,4926,5537,4744,5177,4772,4951,4737,5779,0,0,0
216.15910@5.809,3284,3601,3935,3507,4179,3517,4656,4447,4337,3103,2994,1409
216.95020@0.460,49859,52821,51904,36649,36497,37451,48777,46113,49439,28836,0,0
217.10410@2.625,19464,19658,22984,9866,10690,9915,22988,20721,19659,12715,17075,8922
217.15380@2.786,3426,2701,3171,7962,8116,8330,5573,5934,5598,0,0,0
217.15400@1.157,29506,30911,30607,29105,28961,29199,33562,31560,31379,0,0,0
217.15410@2.676,6577,6696,6527,10218,11615,10923,9155,9547,8813,0,0,0
218.06190@3.202,6305,7047,7138,4518,2678,4558,6227,3473,6371,0,0,0
218.07040@2.691,2164,2410,2673,507,545,836,1871,1945,1805,0,0,0
218.10200@3.396,16198,16169,15936,14507,14692,14281,15476,15434,16072,0,0,0
218.15640@9.061,6104,5843,5898,7527,8166,7850,6323,7249,6469,1817,0,0
218.15640@9.128,25187,26639,27026,30026,32361,32077,28820,28390,28217,1817,0,0
218.94770@0.474,7651,8688,8739,6256,6597,5626,8084,7791,8584,5002,0,0
219.02590@0.991,128025,157610,164000,227584,250024,257615,57257,200399,224377,922,223,1068
219.02600@0.660,231393,237258,238795,357970,400972,380980,288787,282623,321622,2083,976,1352
219.02640@0.557,739553,802516,830635,832026,933438,919642,831116,839331,898095,10422,3874,1613
219.04660@2.773,36217,37485,38952,31769,32181,32882,37737,39027,37621,97,0,0
219.10090@4.370,34287,33324,33242,25740,26273,25003,34099,30983,33045,0,0,0
219.10100@4.720,66128,66719,66764,34499,35925,35704,60065,57418,55944,0,0,0
219.10110@4.897,18707,18440,18659,14595,14921,13844,17080,17303,18089,0,0,0
219.13320@1.059,48685,52803,53182,53949,57053,55772,55350,53552,54932,0,0,0
219.17380@9.897,2355,2075,2158,1563,1308,1516,1690,1749,1528,3315,2277,1455
219.17420@8.200,7074,7867,8014,7166,7440,7060,7806,7818,8082,8864,10223,6406
220.07660@3.693,3752,3980,3580,2962,2907,2609,3931,3493,3368,0,0,0
220.11700@2.528,7720,7144,6540,4107,5052,4741,5153,5989,5986,0,0,0
220.11730@2.819,7674,8486,7743,4247,3434,4057,6780,5747,6184,0,0,0
220.11740@2.409,125066,128828,135848,122708,127540,131203,134843,134339,143439,0,0,0
220.98100@0.459,13588,14017,13609,12067,12118,11744,15020,13144,13904,0,0,0
221.02490@0.558,84149,94514,99659,105468,125827,122635,100806,101838,112994,465,0,0
221.07370@5.473,2614,2540,2556,4523,4677,4387,3953,3600,4244,324,284,172
221.15250@10.644,5214,5301,5425,5912,5649,5733,5560,5389,5746,0,0,0
221.15330@10.035,10013,16487,16817,15945,16219,16845,16527,17140,8708,0,0,0
221.18550@0.633,12166,13146,12926,13335,16144,15901,13232,13235,13885,0,0,0
222.09760@9.434,6336,6164,6547,5478,6239,6228,6660,5520,5989,9044,11828,4175
222.09780@10.408,6960,9382,7539,5888,4405,7466,7372,5995,8612,10804,11514,6283
222.98790@0.543,8378,9164,10766,9185,10882,11216,10248,10253,10971,0,0,0
223.09580@6.745,14521,14070,15617,10498,11921,12127,14590,15025,17578,13078,11367,7953
223.10410@2.226,10272,11343,12629,4705,4661,3686,11330,10926,9871,1469,719,368
223.10710@1.759,23654,22102,22721,25695,27226,28542,28989,24582,26610,193,202,171
223.13250@3.348,9727,9778,10812,5994,5765,5603,9240,9162,8013,0,0,0
223.13260@3.587,7069,6820,7201,5620,5748,6176,6542,6833,6304,0,0,0
223.15350@3.384,8103,8656,8919,7713,8271,8557,10828,10812,11408,10585,5486,2816
224.05480@3.735,115682,117268,117407,100782,104330,99772,122868,114648,117033,154899,0,0
224.05710@3.435,6254,6873,5920,4614,4548,4510,6071,6832,6082,131,0,0
224.98940@0.468,6753,7334,7909,6659,6708,6783,6772,7022,7932,4575,0,0
225.07480@10.556,24900,23956,23898,18767,18036,18405,23099,23003,22965,0,0,0
225.07490@3.930,13222,12714,14312,9197,8694,9356,12924,11995,12505,0,0,0
225.07530@3.850,58311,61453,59230,31760,27290,30450,41160,39481,61260,0,0,0
225.07530@4.748,9629,10229,10420,12367,12897,12755,12211,11713,11280,0,0,0
225.11180@4.822,2693,2792,3058,4544,4414,4344,4531,4258,3792,0,0,0
225.19610@6.620,3429,3471,3293,3215,3278,3406,3648,3728,4123,7235,6556,4246
226.05990@2.695,5453,5839,5923,1672,1432,1823,4015,4456,3996,0,0,0
226.07440@3.850,10278,11722,11204,5621,5092,5571,7107,5657,7649,0,0,0
226.14530@9.126,40276,40546,41145,46752,48568,47239,43068,46788,44020,3545,137,140
227.05420@2.534,4938,5196,5584,5691,6060,5578,5782,5851,5746,0,0,0
227.09090@1.946,38652,39988,36919,17771,19428,18139,14938,32328,30500,0,0,0
227.10200@2.624,10466,11220,12292,9592,10540,10774,11173,11423,12456,0,0,0
227.11730@4.691,46541,47433,46879,35225,34171,34833,45384,42436,45029,86658,0,0
227.12520@5.676,2527,2167,3121,868,1117,1279,2810,3452,3281,1285,3438,2699
227.12730@3.812,10375,11537,10602,7590,7878,7660,10464,10433,9767,0,0,0
227.98190@13.711,11037,13958,12395,7996,14802,7739,11990,12989,12175,8004,6897,10168
228.04940@0.669,10732,12345,11704,9959,10508,10531,11147,10851,12901,115,0,0
228.06420@3.693,6811,7161,7181,5967,5530,4703,7252,6141,7368,0,0,0
228.19520@6.832,50388,78531,46011,38733,73965,74111,82495,77075,84264,145496,112063,42573
228.19530@10.466,6261,4956,4866,2389,2517,2676,3615,3929,4876,30837,1822,2248
229.03590@3.404,2306,2527,2218,517,605,637,1689,2010,1862,0,0,0
229.06990@0.598,3852,8070,6254,4047,7370,8274,10570,3905,8517,0,0,0
229.11740@1.391,6879,3591,8388,9845,7222,10779,6218,4728,4819,0,0,0
229.11770@2.833,5092,5330,5408,3741,3012,3915,5190,4834,5276,0,0,0
229.14290@6.098,2859,2785,2466,5940,6245,5593,4651,4304,4180,0,0,0
229.14800@8.560,8180,8029,8802,8991,8709,8492,9514,8292,8409,0,0,0
229.14870@8.613,8757,8544,8081,12649,11777,13322,9298,9517,9884,0,0,0
229.15400@2.079,24622,20677,23911,25000,25443,24798,18549,23282,24095,0,0,0
229.15410@2.575,97755,100992,87363,89470,100797,102131,112548,105945,96667,0,0,0
230.05700@3.552,6670,7040,6805,12384,12529,12811,9245,9569,9423,0,0,0
230.05710@3.395,8792,7857,8072,11733,12426,12960,10336,9358,10063,0,0,0
230.06480@3.187,2043,2022,1873,3086,3095,3146,2859,2673,2657,0,0,0
230.10120@3.556,3340,5530,5444,6017,5589,6478,4843,4571,4501,0,0,0
230.15650@8.915,24224,23953,25800,28659,29400,27623,26375,27564,25298,0,0,0
230.15650@8.863,17485,17313,17484,18991,18682,19149,19727,18075,19938,0,0,0
230.17450@5.853,7619,8461,8298,2010,2022,2219,6173,5956,5951,2793,2061,1574
230.24730@6.636,14281,15040,14276,15185,17800,17069,17758,16414,16537,12540,13109,8231
230.24770@6.182,9723,10286,9010,8118,8663,8599,9629,9693,9735,33348,11532,6988
230.98930@0.839,36276,40145,38340,49882,53471,53488,43265,43371,46365,1262,0,0
231.01580@0.687,11764,11233,12759,19536,20438,19445,15827,15363,16437,26802,0,0
231.11990@2.988,5410,6192,6461,5741,5656,5802,8200,8588,8167,11896,6542,3423
231.13690@4.736,34758,36035,33501,53666,54449,53075,46645,44509,43324,0,0,0
231.13720@5.448,28255,28032,27023,34455,37271,35247,35217,30556,33506,0,0,0
231.16960@2.248,62184,61998,61240,61942,63544,58198,70617,64747,68426,0,0,0
231.16990@2.477,45039,45590,48064,57234,56686,58570,56911,54163,56252,0,0,0
231.98780@0.518,2102,2493,2731,2209,2799,2794,2734,2673,2905,0,0,0
232.04640@1.355,21958,22135,11773,9047,26378,25860,25588,16795,14331,0,0,0
232.11710@3.637,5062,5591,5939,6258,6139,5371,5622,5609,6104,0,0,0
232.13270@5.408,9257,9097,10061,6185,6479,5358,6419,6504,6906,0,0,0
232.17210@9.764,6916,6672,7105,7062,6942,7834,6288,7673,7202,2724,0,154
233.04170@0.547,54117,58834,60315,58245,64930,63875,61832,61331,67408,101,0,0
233.14900@1.334,40811,41726,42468,41928,41752,40884,44716,52412,46428,0,0,0
234.09660@2.779,34077,34510,34338,33255,31902,31472,37063,35006,35334,0,0,0
234.10030@4.827,22528,22424,22527,19986,19502,19453,21080,20700,20785,0,0,0
234.13200@2.970,3686,3720,3607,3299,3371,3081,3974,3685,3518,0,0,0
234.96080@0.460,14787,14493,14625,11931,10622,11037,15080,14576,14312,14150,384,1665
235.04030@0.548,4837,5759,5855,4948,6014,5254,5780,6033,5952,0,0,0
235.04810@1.699,10627,18940,23114,7781,4748,9326,19725,19234,19027,11088,14352,10063
235.09580@4.674,5080,5125,5096,4981,4732,5292,6095,5497,5037,0,0,0
235.16880@8.302,6148,7071,8014,5352,4925,5375,6705,7656,7374,4754,5685,3300
236.05880@10.579,8160,6908,7933,7099,9236,7840,6711,7873,8111,6685,6524,10558
236.05900@9.431,2920,3350,3306,3192,3771,3600,2633,3004,2852,4052,5774,2974
236.07600@3.888,3183,3214,3269,3924,3713,3585,4004,3939,3936,0,0,0
236.07900@0.560,14150,15528,16614,7975,9339,9762,12785,12806,13670,143,3967,2127
236.90470@0.493,10606,11808,11931,11939,12207,11424,12790,12255,13662,691,0,0
237.04270@6.788,1037,819,965,819,647,986,942,726,1063,2961,0,0
237.11140@3.694,26279,27357,25499,20194,19362,20786,25240,25731,23548,0,0,0
237.12290@2.058,12497,13101,11967,15684,16481,14793,15211,15278,14000,0,0,0
237.18350@9.805,3856,4048,3820,3262,3546,3177,3877,3307,3888,3415,0,0
238.05430@3.188,5612,5930,6001,10076,9472,9369,7899,7367,7753,0,0,0
238.05900@4.694,1457,1589,2805,162,362,851,2276,2341,3073,0,0,756
238.07040@3.501,3303,3719,4214,9063,8982,7922,6688,6098,6118,0,0,0
238.14320@2.270,25680,25740,25350,14630,27015,29513,28780,27248,29493,0,0,0
238.14500@8.917,24128,23272,24661,30848,28487,26958,27697,28047,25722,0,0,0
239.14810@3.001,25688,26078,31713,12577,14461,14097,25550,24556,25230,12961,10402,7915
239.15300@9.296,12342,12652,13030,13735,13861,13072,12807,13327,13905,0,0,0
239.96560@9.390,10244,9586,9669,11079,11195,10430,10552,10450,10668,0,0,0
239.96560@10.195,8944,9217,8668,6584,6593,6450,7850,8404,8404,7774,0,0
239.96570@9.609,15074,14680,14954,14364,14646,14635,14532,14432,14049,7757,0,0
239.96600@13.659,25197,25169,24685,23503,24029,22851,25905,25951,24969,29724,25689,21496
239.96620@0.461,9619,10975,11431,7458,7967,7868,9725,9439,10734,5962,0,0
239.96630@9.092,3191,2803,2796,3572,3304,3482,3687,3354,3334,0,0,0
240.16120@9.765,9935,10808,9773,11527,11104,10879,10957,11251,10229,3813,0,423
240.17990@2.626,14141,17869,22067,9015,12043,11637,7046,10100,12699,717,147,9405
241.07010@4.383,3360,3749,2698,2297,3044,2384,3654,3201,2873,10778,0,0
241.08090@3.735,8272,8429,7054,6343,6596,6781,8521,8270,7012,8617,0,0
241.15390@0.902,439581,460371,484585,540396,590573,581961,500306,475027,515508,0,0,0
241.15390@2.048,42848,426,64373,21924,34112,26920,34657,39261,61894,0,0,0
241.15410@2.221,19851,73581,8921,24973,34112,9959,23959,27377,10926,0,0,0
241.15420@0.773,206456,225563,209105,189568,205098,210122,205395,214504,231533,0,0,0
241.99880@0.458,8280,8005,9071,8117,7876,8153,8720,8984,8882,0,0,0
242.09930@2.412,13911,12580,14552,12702,13758,12985,15269,15340,14283,0,0,0
242.28350@7.412,6288,6521,6295,6106,6670,6118,7029,6571,6530,4304,2466,1662
242.98950@1.236,8587,8873,9114,10358,10728,10116,10127,9676,9380,0,0,0
243.00050@0.470,2824,2580,3104,2694,2426,2776,3210,3116,2822,4576,0,0
243.02890@3.740,1395,1128,1242,747,1208,1132,1143,1370,962,6384,0,0
243.13300@3.604,10092,10189,10559,7809,8320,8152,9506,9529,9480,0,0,0
243.99810@0.457,3065,2627,2735,2616,2570,2574,2864,2920,2872,0,0,0
244.09210@0.680,14520,15103,14855,22156,34342,33998,18687,19110,22444,0,0,0
244.10380@5.078,2283,2580,2338,4952,4568,4536,3346,3510,3798,0,0,0
244.18980@10.343,2105,1657,1311,237,157,591,1522,732,1286,4541,105,0
244.18980@6.309,32341,33190,34276,14452,16139,16502,27373,25639,27521,29404,17278,10073
244.91250@0.453,1956,2020,2201,1672,1790,1609,2142,1810,2017,295,0,0
245.00520@0.820,10290,10354,11300,11424,12674,12398,11022,11369,12056,0,0,0
245.07620@1.337,260618,265635,259286,329476,323038,320360,322230,312911,297078,293,127,0
245.18540@2.928,32222,32909,33150,22371,22789,21379,30581,29751,30835,0,0,0
245.18550@3.098,57083,57169,56321,72774,70898,72071,70122,69678,66894,0,0,0
245.18560@3.237,60442,61649,59723,80013,83390,79949,78105,75843,75085,0,0,0
245.22550@8.915,18762,18691,19162,27150,27764,30445,25884,21877,23812,0,0,0
245.22560@9.391,14458,13988,14859,16895,15816,17013,14308,15593,15182,0,0,0
245.22570@8.863,17360,16522,16954,22886,23665,21913,19816,20877,20684,0,0,0
246.03670@3.734,23431,24123,22295,20032,20340,19730,24849,22518,23756,39516,0,0
246.06020@0.666,58073,64396,67079,56741,66175,66053,66266,62685,70736,0,0,0
246.14420@1.134,32208,34330,33201,34004,36040,38087,37628,36076,35144,0,0,0
246.98600@9.829,10113,10170,10026,9482,9677,9347,10415,10967,10697,4190,7198,4367
247.02140@0.678,32435,40111,38280,36029,40603,40343,42254,36008,40236,124,140,256
247.12830@0.844,16948,21245,22508,23685,25426,26836,24740,22138,23033,0,0,0
247.12840@1.217,50118,49512,49743,58976,57329,57048,57529,56286,55152,0,0,0
247.13200@5.489,10408,9417,9558,12031,12681,11834,11906,11699,12764,0,0,0
248.07730@3.356,21115,22119,21814,27058,26246,26645,27765,25895,26656,0,0,0
248.11210@2.970,21952,22964,21183,18328,18548,19340,20724,21758,21470,0,0,0
248.11250@3.466,55215,56143,54443,53443,55059,53780,58234,57196,54585,0,0,0
249.03820@0.668,12437,13606,13759,11818,13906,14307,13873,13062,15185,348,194,651
249.03840@0.561,11647,12522,13403,9516,10863,10879,12326,11629,12695,11461,4017,829
249.04520@1.104,50513,106481,72618,52267,104098,86453,111222,38513,109926,625,133,611
249.11090@5.192,7091,7653,7562,5620,5434,5077,7638,7159,7311,0,0,0
249.11150@3.993,2913,2965,551,2778,2847,2595,3071,3028,2960,2830,881,987
249.11160@4.578,13774,14452,13619,10209,10521,11228,15473,13682,13031,0,0,0
249.11160@4.517,6538,7244,6783,4392,4345,4375,7171,5883,6908,0,0,0
249.12570@1.726,32818,33595,31827,43914,43809,41690,42212,39349,31853,0,0,0
249.14780@5.449,5629,5564,4898,7137,7412,6488,7123,6313,6737,0,0,0
250.09280@2.867,40072,40544,40636,49607,49141,51584,49883,48212,50156,0,0,0
250.14330@3.700,20041,20447,19825,13902,15110,13976,20316,17913,19378,0,0,0
250.17720@6.836,3974,4089,2642,2899,2436,3472,886,4071,2956,37089,16945,18219
250.93820@0.474,1685,1475,1527,1154,827,372,1234,1604,1295,15798,0,0
251.12710@4.909,6581,6305,5767,2923,3584,3228,5748,5039,5138,0,0,0
251.12720@4.789,7684,7919,7145,2798,3644,3094,6751,6523,6736,0,0,0
251.12740@7.300,1468,1347,1421,840,1604,1760,1343,1374,1613,3229,3312,1791
251.18530@4.201,8518,8554,7471,4398,2592,3897,6879,6159,4249,14011,12068,7566
251.20000@8.221,21164,17195,15512,17422,17109,22679,23657,17100,22032,0,0,0
252.08600@3.936,22805,22419,22715,26314,26007,25909,25595,24409,24709,0,0,0
252.08610@3.660,7416,7396,7406,7634,6865,6899,7603,7118,8067,0,0,0
252.09290@5.078,7261,6900,6598,12817,12045,11637,9444,9054,9416,0,0,0
252.10720@4.844,1628,1830,2188,1261,1193,966,1411,1997,1556,4188,3111,1433
252.10830@2.472,2691,2360,2890,1577,1482,1508,2593,2494,2329,11976,0,0
252.10870@2.678,249384,255342,268423,220085,218366,231915,280113,281591,280700,427255,0,0
253.11770@1.306,7017,8311,11051,22245,16385,13688,13999,20016,20505,0,0,0
253.11780@1.697,27079,27257,25852,31391,30616,30332,31452,29233,30236,0,0,0
253.19410@9.330,4354,4368,4108,3962,3788,3617,4689,4451,4022,5488,0,0
253.21540@8.220,3341,3920,3583,3063,3235,3418,3806,3328,3267,3144,1122,623
254.06560@4.058,4264,4502,4170,4933,5005,5184,5531,5433,4479,125,0,0
254.06750@3.820,5633,3631,5711,7554,7357,6774,6719,6893,6630,0,0,0
254.10170@2.947,2799,2795,3055,3718,3054,3872,4018,3775,3870,0,0,0
255.09700@0.643,60944,66512,66801,125101,138159,138024,93400,91483,100051,0,0,0
255.12220@3.692,8723,8805,9142,7114,7529,6609,8984,8686,8892,0,0,0
255.14420@0.574,2739,2832,2952,2499,2265,2711,3046,2383,3064,0,0,0
255.15830@6.536,3103,3164,2707,2748,3299,3170,3094,3180,3714,7285,6073,4196
255.94180@13.663,25503,25495,25957,24728,24465,25207,26460,27550,25580,39021,56991,22890
255.94260@10.195,7147,6768,7055,5250,6087,5214,6564,6552,6130,7389,465,0
255.94330@9.390,8651,8533,8446,8970,9525,9454,9690,8310,9377,0,128,0
255.94340@9.609,13791,14351,13817,14195,13596,14272,15452,13841,13944,9129,139,0
255.94390@0.460,2622,3368,2926,2803,2758,3083,3202,3106,3176,20420,264,0
255.94420@9.091,2444,2696,2845,2875,2957,2966,3204,3169,2744,0,0,0
256.17480@3.001,11987,11898,14003,5443,6156,5680,12337,11679,11876,5950,4910,2981
256.26280@9.545,37901,36518,36722,33856,35050,32988,41244,40130,40137,25647,19296,17182
256.26290@9.972,3363,3614,3792,3576,4063,3239,3898,3442,3176,4342,902,1087
